Set,zipcode,price_sold,zestimate,bedroom,bathroom,area,year,parking,lot,sold_date,price_list_f,date_list,price_list,tax,tax_assessment,walk,bike,school,heating_baseboard_dummy,heating_forced_water_dummy,heating_forced_air_dummy,heating_natural_gas_dummy,heating_other_dummy,heating_central_air_dummy,heating_gas_connected_dummy,cooling_central_air_dummy,cooling_ductless_dummy,cooling_window_units_dummy,cooling_wall_units_dummy,cooling_other_dummy,cooling_none_dummy,bedroom_6_plus,bathroom_6_plus
A,04105,850000.0,850200.0,4,2,2578.0,2004,2.0,1.69,2024-07-31,775000.0,2024-06-13,775000.0,6674.0,559900.0,7.0,29.0,10.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
A,06070,325000.0,329600.0,2,2,880.0,1914,2.0,0.14,2024-08-05,309900.0,2024-06-10,325000.0,4464.0,140280.0,44.0,45.0,8.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
A,06070,515000.0,521000.0,3,2,1904.0,1949,2.0,0.3,2024-08-12,409000.0,2024-06-27,409000.0,7030.0,220920.0,8.0,27.0,8.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
A,06070,471000.0,476200.0,3,3,2002.0,1997,4.0,0.3,2024-08-08,450000.0,2024-06-14,499995.0,8549.0,268660.0,18.0,24.0,8.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,06070,851500.0,869200.0,4,3,2848.0,2010,2.0,0.34,2024-07-11,749000.0,2024-05-17,749000.0,12747.0,400610.0,40.0,48.0,8.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,06070,415000.0,418100.0,4,2,1666.0,1961,5.0,0.39,2024-08-30,399900.0,2024-07-12,399900.0,6900.0,216860.0,0.0,11.0,8.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,06070,416000.0,420400.0,3,2,1625.0,1953,2.0,0.57,2024-08-16,349900.0,2024-07-23,349900.0,7005.0,220150.0,28.0,48.0,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A,06070,410000.0,416100.0,3,1,1234.0,1957,1.0,0.58,2024-07-24,349900.0,2024-04-03,339900.0,5486.0,172410.0,6.0,27.0,8.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,06070,390000.0,356600.0,3,2,1437.0,1958,4.0,0.66,2024-07-23,329900.0,2024-06-14,329900.0,5540.0,174090.0,25.0,24.0,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A,06070,510000.0,513800.0,4,3,1986.0,1972,2.0,0.7,2024-08-30,449000.0,2024-06-20,449000.0,8132.0,255570.0,1.0,14.0,8.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,06070,475000.0,478400.0,4,3,2212.0,1975,2.0,0.7,2024-08-23,424900.0,2024-07-20,424900.0,8123.0,255290.0,0.0,21.0,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A,06070,425000.0,355600.0,3,2,1505.0,1960,2.0,1.22,2024-07-24,325000.0,2024-07-03,325000.0,6655.0,209160.0,2.0,16.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,06070,589000.0,595000.0,4,4,3312.0,1965,2.0,1.42,2024-08-20,524900.0,2024-08-01,524900.0,10413.0,327250.0,14.0,22.0,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A,06070,590000.0,603100.0,4,3,2444.0,1965,3.0,1.53,2024-07-03,590000.0,2024-06-14,590000.0,9090.0,285670.0,3.0,19.0,8.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
A,06070,1255000.0,1277400.0,5,6,5501.0,2012,3.0,1.55,2024-07-22,929000.0,2024-05-30,929000.0,21160.0,665000.0,0.0,12.0,8.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
A,06070,1300000.0,1319800.0,6,6,6415.0,1995,4.0,2.0,2024-08-01,1350000.0,2024-02-28,1350000.0,9804.0,308100.0,5.0,6.0,8.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
A,06070,600000.0,602700.0,4,3,2624.0,1969,2.0,2.3,2024-09-10,525000.0,2024-07-23,525000.0,9059.0,284690.0,0.0,22.0,8.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
A,06070,600000.0,611800.0,4,4,3792.0,1976,4.0,3.48,2024-07-15,535000.0,2024-06-28,535000.0,18002.0,565740.0,0.0,10.0,8.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
A,06443,132000.0,132100.0,2,1,630.0,1960,2.0,0.05,2024-09-17,155000.0,2024-07-22,179000.0,11118.0,370960.0,34.0,52.0,10.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A,06443,995000.0,1001800.0,4,3,1871.0,1920,3.0,0.1,2024-08-22,995000.0,2024-06-13,1200000.0,14305.0,477300.0,28.0,41.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A,06443,589000.0,576400.0,4,3,2162.0,2006,2.0,0.48,2024-09-20,589000.0,2024-04-28,630000.0,8491.0,283300.0,35.0,40.0,10.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
A,06443,535000.0,535300.0,3,2,1570.0,1959,1.0,0.57,2024-09-10,549000.0,2024-06-29,599000.0,6276.0,209400.0,21.0,36.0,10.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
A,06443,1050000.0,1061100.0,4,3,2885.0,1963,2.0,0.92,2024-08-09,1200000.0,2024-04-05,1385000.0,12447.0,415300.0,30.0,38.0,10.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
A,06443,550000.0,552100.0,5,2,2147.0,1965,2.0,0.94,2024-09-05,575000.0,2024-07-27,600000.0,7178.0,239500.0,10.0,11.0,10.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A,06443,609000.0,613.5,5,3,2440.0,1966,2.0,1.06,2024-08-15,619000.0,2024-05-06,599000.0,7633.0,254700.0,6.0,6.0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A,06443,565000.0,563100.0,3,2,1889.0,1974,5.0,2.21,2024-08-16,550000.0,2024-06-27,550000.0,7178.0,239500.0,0.0,24.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A,06443,920000.0,923500.0,4,3,4448.0,1994,2.0,2.56,2024-08-29,1000000.0,2024-05-31,1150000.0,12863.0,429200.0,1.0,13.0,10.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
A,06443,1431800.0,1433200.0,4,4,4864.0,1998,5.0,2.97,2024-09-12,1425000.0,2024-06-28,1425000.0,16915.0,564400.0,1.0,35.0,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,06460,401500.0,400700.0,2,2,832.0,1948,1.0,0.11,2024-09-04,401500.0,2011-06-17,209900.0,5192.0,191110.0,53.0,36.0,6.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A,06460,255000.0,337300.0,4,2,1370.0,1900,1.0,0.14,2024-09-23,255000.0,2024-01-13,359999.0,4807.0,176940.0,65.0,48.0,6.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A,06460,340000.0,341500.0,2,1,750.0,1930,1.0,0.14,2024-09-11,340000.0,2019-05-16,209000.0,4482.0,164950.0,64.0,41.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A,06460,460000.0,467800.0,3,2,1872.0,1956,1.0,0.18,2024-09-23,460000.0,2017-04-27,229900.0,6311.0,139930.0,17.0,24.0,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
A,06460,670000.0,670300.0,5,3,3556.0,1868,4.0,0.39,2024-09-16,670000.0,2014-07-30,649900.0,11157.0,410630.0,73.0,52.0,6.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
A,06460,670000.0,682300.0,5,3,3556.0,1868,2.0,0.39,2024-09-16,699700.0,2024-04-29,715925.0,11157.0,410630.0,20.0,29.0,6.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
A,06460,525000.0,489000.0,5,2,1960.0,1951,3.0,0.19,2024-09-24,525000.0,2024-07-20,475000.0,7394.0,272120.0,63.0,45.0,6.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,06460,429900.0,430500.0,2,2,1323.0,2000,1.0,0.32,2024-09-16,429900.0,2024-07-15,429900.0,9571.0,337013.0,10.0,35.0,6.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,06460,503000.0,503200.0,2,3,2022.0,1988,2.0,0.32,2024-09-20,503000.0,2024-08-02,495000.0,9571.0,337013.0,7.0,28.0,6.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,06484,969900.0,975400.0,4,3,3060.0,2024,2.0,0.46,2024-08-23,969900.0,2024-05-17,969900.0,1761.0,100800.0,1.0,0.0,4.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
A,06484,542000.0,544300.0,3,2,1874.0,1967,2.0,0.78,2024-08-28,525000.0,2024-07-11,525000.0,4614.0,264110.0,2.0,7.0,4.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
A,06484,315000.0,314400.0,3,2,1129.0,1963,2.0,0.92,2024-08-23,315000.0,2024-08-23,315000.0,3775.0,216090.0,12.0,24.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
A,06484,470000.0,472000.0,4,2,1507.0,1955,2.0,0.98,2024-08-28,469900.0,2024-07-11,469900.0,4554.0,260680.0,0.0,17.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
A,06484,734000.0,737400.0,4,4,2578.0,1994,4.0,1.15,2024-08-27,749000.0,2024-06-21,749000.0,5806.0,332360.0,2.0,24.0,4.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
A,06484,900000.0,903900.0,4,4,3780.0,2006,3.0,1.8,2024-09-16,899900.0,2024-07-25,899900.0,6426.0,367850.0,20.0,29.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,06484,570000.0,600400.0,4,3,2592.0,1985,2.0,1.87,2024-09-27,599000.0,2024-08-15,599000.0,6848.0,392000.0,0.0,23.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,06484,535000.0,538200.0,5,3,2592.0,1982,2.0,2.22,2024-08-30,529000.0,2024-04-30,529000.0,6347.0,363300.0,9.0,11.0,4.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A,06820,1300000.0,1305600.0,3,3,1728.0,1920,0.0,0.14,2024-08-28,1295000.0,2024-06-18,1295000.0,8795.0,499450.0,42.0,31.0,10.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,06820,1400715.0,1407500.0,4,2,1781.0,1928,1.0,0.16,2024-08-26,1095000.0,2024-07-10,1095000.0,9793.0,556080.0,39.0,44.0,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A,06820,2250000.0,2259600.0,3,6,4731.0,2017,2.0,0.21,2024-09-05,2200000.0,2024-08-08,2200000.0,13214.0,750142.0,26.0,32.0,10.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,06820,3100000.0,3101500.0,6,6,5653.0,2024,2.0,0.23,2024-09-12,3200000.0,2024-06-27,3200000.0,8883.0,504420.0,41.0,35.0,10.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
A,06820,3035000.0,3037600.0,5,5,3815.0,2010,2.0,0.33,2024-09-17,2495000.0,2024-08-07,2495000.0,19575.0,1111600.0,68.0,37.0,10.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,06820,3000000.0,3012800.0,6,6,7129.0,2024,2.0,0.46,2024-09-05,319500.0,2023-10-10,3695000.0,9396.0,533540.0,37.0,32.0,10.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,06820,1950000.0,1958300.0,4,5,3447.0,1962,2.0,0.47,2024-09-05,1950000.0,2024-07-26,1950000.0,22824.0,1296087.0,49.0,37.0,10.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
A,06820,2375000.0,2376700.0,5,5,4200.0,1958,2.0,0.51,2024-09-19,1995000.0,2024-07-23,1995000.0,16611.0,943250.0,42.0,44.0,10.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
A,06820,1913000.0,1913900.0,4,4,3723.0,2023,2.0,0.7,2024-09-16,1495000.0,2024-08-01,1495000.0,9154.0,519820.0,40.0,31.0,10.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,06830,1469400.0,1640200.0,3,2,1540.0,1955,1.0,0.33,2024-08-30,1469400.0,2024-08-30,1469400.0,10301.0,885290.0,46.0,24.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A,06830,3900000.0,3901900.0,4,5,4581.0,1956,2.0,1.15,2024-09-12,3800000.0,2024-04-08,3800000.0,16884.0,1482390.0,16.0,24.0,8.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
A,06830,6500000.0,6501800.0,6,6,7049.0,1928,3.0,1.71,2024-09-19,6600000.0,2021-10-04,8300000.0,46628.0,4007220.0,8.0,17.0,8.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
A,06831,1130000.0,954900.0,3,3,2714.0,1938,0.0,0.12,2024-09-26,895000.0,2024-08-20,895000.0,5423.0,466060.0,33.0,13.0,8.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,06831,2300000.0,2310700.0,4,3,3462.0,1960,2.0,1.1,2024-09-16,2450000.0,2023-09-12,2595000.0,10301.0,904400.0,20.0,29.0,8.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,06831,4400000.0,4420000.0,6,6,6600.0,1965,3.0,4.24,2024-09-04,4895000.0,2024-06-20,4895000.0,20494.0,1799280.0,3.0,5.0,8.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
A,06831,3900000.0,3913900.0,5,6,6054.0,1987,3.0,4.43,2024-09-09,4500000.0,2024-05-20,4500000.0,26918.0,2363270.0,1.0,1.0,8.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
A,06870,1250786.0,1251900.0,4,2,1411.0,1948,1.0,0.2,2024-09-13,1175000.0,2024-08-01,1175000.0,6559.0,563710.0,56.0,42.0,8.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A,06870,3350000.0,3351900.0,4,3,3780.0,1900,2.0,1.64,2024-09-18,3675000.0,2024-02-19,5250000.0,25256.0,2170490.0,10.0,42.0,8.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,06878,1800000.0,1765100.0,4,3,1923.0,1920,3.0,0.52,2024-09-17,180000.0,2024-01-31,1995000.0,13198.0,1134280.0,20.0,29.0,8.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
A,08008,1450000.0,1451500.0,4,2,1863.0,1945,1.0,0.14,2024-09-10,1525000.0,2024-05-24,1725000.0,6852.0,699200.0,41.0,52.0,5.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,08008,4000000.0,4018700.0,6,6,4224.0,2024,3.0,0.25,2024-08-16,4299000.0,2023-05-06,4395000.0,6656.0,800000.0,4.0,30.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
A,10036,599000.0,609900.0,1,2,704.0,1988,0.0,0.05,2024-06-26,499999.0,2023-08-09,499999.0,4368.0,451700.0,18.0,43.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A,10036,1565000.0,1593600.0,5,4,1940.0,2007,1.0,0.07,2024-06-26,1795000.0,2024-04-27,1795000.0,7904.0,746400.0,57.0,45.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,10036,2075000.0,2098800.0,4,4,2082.0,2013,1.0,0.09,2024-08-09,1999000.0,2024-06-14,1999000.0,9512.0,898200.0,53.0,42.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,10036,1155000.0,1159700.0,3,2,1056.0,1981,1.0,0.11,2024-08-30,1150000.0,2024-06-20,1150000.0,5644.0,575900.0,49.0,48.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A,10036,1075000.0,1145400.0,3,3,1440.0,1965,1.0,0.14,2024-06-28,1150000.0,2024-05-24,1150000.0,5220.0,492900.0,53.0,44.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,10036,1995000.0,2002700.0,6,4,3528.0,1996,2.0,0.14,2024-08-30,2099000.0,2021-10-18,1799000.0,9335.0,952500.0,28.0,38.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,10036,4395000.0,4465000.0,6,6,4000.0,2024,2.0,0.18,2024-06-28,4395000.0,2023-08-11,4395000.0,9318.0,963600.0,19.0,44.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
A,10036,2350000.0,2324600.0,5,4,2500.0,2024,2.0,0.23,2024-09-16,2495000.0,2024-06-04,2495000.0,8488.0,879722.0,3.0,38.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,10036,2350000.0,2324600.0,5,4,2500.0,2024,2.0,0.23,2024-09-16,2495000.0,2024-06-04,2495000.0,8488.0,879722.0,3.0,38.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,10036,2625000.0,2635100.0,4,4,3575.0,2017,2.0,0.26,2024-08-30,2999000.0,2024-04-24,2999000.0,13050.0,1568500.0,35.0,39.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,10036,2150000.0,2173200.0,4,3,2552.0,1930,2.0,0.5,2024-07-31,2595000.0,2023-08-07,2595000.0,14937.0,1410500.0,45.0,42.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A,10703,605000.0,605400.0,3,2,1273.0,1962,1.0,0.06,2024-09-17,605000.0,2024-05-29,610000.0,8717.0,10100.0,48.0,23.0,4.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
A,10703,440000.0,441600.0,2,1,900.0,1946,0.0,0.08,2024-09-09,440000.0,2024-03-15,450000.0,8717.0,5900.0,68.0,27.0,5.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
A,10703,630000.0,630100.0,3,2,1392.0,1924,0.0,0.14,2024-09-25,630000.0,2024-06-26,599999.0,8717.0,9200.0,61.0,35.0,5.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
A,10704,590000.0,694400.0,3,2,1728.0,1931,1.0,0.08,2024-09-26,590000.0,2024-07-29,599000.0,8717.0,9100.0,70.0,35.0,4.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
A,10704,720000.0,720700.0,3,2,2634.0,1938,1.0,0.12,2024-09-09,720000.0,2024-05-16,699000.0,8717.0,12100.0,70.0,46.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A,10704,650000.0,650400.0,3,2,1824.0,1926,1.0,0.14,2024-09-11,650000.0,2024-06-28,639900.0,8717.0,9000.0,81.0,47.0,4.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
A,10705,790000.0,792900.0,3,2,2280.0,1921,0.0,0.11,2024-09-04,790000.0,2024-05-10,749000.0,8717.0,112207.0,75.0,38.0,4.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
A,10705,790000.0,789400.0,4,3,1944.0,1927,2.0,0.2,2024-09-18,790000.0,2024-07-23,775000.0,8717.0,9600.0,58.0,37.0,4.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
A,10705,825000.0,825200.0,4,4,3911.0,1902,0.0,0.22,2024-09-23,825000.0,2024-02-09,999000.0,8717.0,112207.0,40.0,40.0,5.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A,10710,770000.0,799800.0,4,3,2508.0,1989,2.0,0.11,2024-09-05,770000.0,2024-06-15,759000.0,8717.0,11420.0,44.0,35.0,7.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
A,10710,850000.0,842000.0,4,3,2772.0,1984,1.0,0.11,2024-09-26,850000.0,2024-06-20,849000.0,8717.0,11285.0,61.0,36.0,5.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A,10710,954000.0,957600.0,5,3,2598.0,1961,1.0,0.15,2024-09-09,954000.0,2024-06-12,949000.0,8717.0,15800.0,42.0,15.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,10710,780000.0,780000.0,3,2,1762.0,1957,1.0,0.17,2024-09-16,780000.0,2024-06-14,780000.0,8717.0,11700.0,13.0,16.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,10710,625000.0,625300.0,4,1,1404.0,1949,0.0,0.22,2024-09-24,625000.0,2024-07-12,635000.0,8717.0,8500.0,40.0,38.0,5.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
A,15106,199900.0,199900.0,3,2,2500.0,1915,2.0,0.05,2024-09-05,199900.0,2023-11-10,189999.0,508.0,107400.0,39.0,36.0,6.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,15106,165000.0,166500.0,3,2,1420.0,1910,0.0,0.07,2024-08-05,165000.0,2024-05-11,199000.0,299.0,79900.0,70.0,41.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,15106,257000.0,257000.0,4,2,4277.0,1910,1.0,0.09,2024-09-05,257000.0,2024-07-31,237000.0,181.0,38300.0,75.0,33.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,15106,155000.0,156300.0,3,2,4356.0,1930,2.0,0.1,2024-08-08,150000.0,2024-07-11,150000.0,323.0,68200.0,67.0,47.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,15106,285000.0,287900.0,4,4,2080.0,1957,2.0,0.19,2024-07-31,285000.0,2024-05-22,299999.0,720.0,152200.0,20.0,3.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,15106,307000.0,310200.0,4,3,2500.0,1915,2.0,0.19,2024-07-30,319000.0,2024-05-29,319000.0,586.0,123900.0,0.0,28.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,15106,406000.0,409200.0,4,3,2500.0,1987,3.0,0.42,2024-08-12,399000.0,2024-06-17,399000.0,807.0,170600.0,7.0,4.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,15106,240000.0,240000.0,3,2,2080.0,1930,2.0,0.22,2024-09-12,240000.0,2024-06-21,279000.0,3145.0,100000.0,20.0,29.0,5.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
A,28205,630000.0,630800.0,3,2,1561.0,1925,0.0,0.17,2024-07-09,630000.0,2010-01-30,245000.0,4311.0,568700.0,68.0,46.0,2.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
A,28205,950000.0,950800.0,3,3,2236.0,2004,0.0,0.17,2024-08-29,975000.0,2009-01-12,450000.0,6594.0,880000.0,75.0,44.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,28205,400000.0,400400.0,3,1,1352.0,1955,0.0,0.19,2024-07-18,399995.0,2014-07-03,95000.0,2105.0,313000.0,29.0,45.0,2.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
A,28216,402000.0,402600.0,3,3,3306.0,2003,0.0,0.15,2024-08-20,230000.0,2009-06-07,137700.0,3465.0,453400.0,0.0,0.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,28216,352000.0,354400.0,4,3,2231.0,2012,2.0,0.21,2024-09-24,358000.0,2012-11-09,142900.0,2410.0,349100.0,9.0,34.0,4.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,28216,300000.0,319100.0,3,2,1662.0,1937,0.0,0.35,2024-08-29,320000.0,2024-07-15,320000.0,2968.0,385600.0,30.0,26.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
A,28216,229000.0,229200.0,2,1,936.0,1951,2.0,0.38,2024-07-30,245000.0,2024-01-08,289000.0,1314.0,160200.0,16.0,28.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,72205,215245.0,215300.0,3,1,980.0,1965,3.0,0.14,2024-09-06,215000.0,2024-07-31,215000.0,2205.0,31495.0,66.0,29.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72207,1600000.0,1611600.0,3,2,1888.0,1934,2.0,0.32,2024-07-12,1600000.0,2024-04-16,1750000.0,4827.0,80581.0,72.0,50.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72207,1186900.0,1200400.0,4,4,3775.0,1904,2.0,0.39,2024-07-03,1186900.0,2024-06-14,1186900.0,4176.0,135000.0,64.0,49.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72207,2170000.0,2171200.0,4,6,7936.0,1989,3.0,1.15,2024-09-04,2499000.0,2024-06-05,2499000.0,11213.0,218082.0,49.0,15.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72207,258000.0,258200.0,3,2,1416.0,1962,2.0,0.19,2024-08-23,258000.0,2024-06-14,258000.0,1421.0,26370.0,34.0,19.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72207,265000.0,262400.0,3,2,1235.0,1948,1.0,0.21,2024-09-17,269900.0,2024-06-10,299000.0,1179.0,36600.0,47.0,33.0,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A,72207,335000.0,335200.0,3,2,1529.0,1948,0.0,0.42,2024-09-10,345000.0,2024-03-22,379500.0,5452.0,83961.0,41.0,41.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72223,415000.0,415200.0,3,2,2068.0,2023,2.0,0.13,2024-09-13,425000.0,2024-07-01,445000.0,849.0,13200.0,1.0,29.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72223,454000.0,454000.0,3,2,2210.0,2024,2.0,0.17,2024-09-13,454000.0,2024-06-22,454000.0,4827.0,80581.0,1.0,8.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72223,460000.0,452700.0,3,3,2756.0,2007,2.0,0.19,2024-09-18,460000.0,2024-08-10,460000.0,3405.0,59560.0,33.0,28.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72223,515000.0,515100.0,3,3,2400.0,2024,2.0,0.21,2024-08-29,515000.0,2024-05-30,515000.0,4827.0,80581.0,6.0,3.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72223,974000.0,974400.0,5,5,3686.0,2024,3.0,0.22,2024-08-30,974000.0,2024-05-28,974000.0,4827.0,80581.0,20.0,29.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72223,950000.0,950200.0,4,4,4436.0,2024,3.0,0.25,2024-08-28,950000.0,2024-06-14,950000.0,4827.0,80581.0,1.0,8.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72223,385000.0,391500.0,4,3,2489.0,1991,2.0,0.26,2024-09-16,395000.0,2024-07-23,415000.0,3265.0,52720.0,8.0,17.0,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
A,72223,950000.0,953400.0,4,5,5164.0,2007,3.0,0.44,2024-08-29,950000.0,2024-05-21,1050000.0,8481.0,138500.0,0.0,15.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,72223,665000.0,664800.0,4,4,3994.0,1992,2.0,0.46,2024-09-09,680000.0,2024-06-23,690000.0,5191.0,87340.0,2.0,30.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
