Set,zipcode,price_sold,zestimate,bedroom,bathroom,area,year,parking,lot,sold_date,price_list_f,date_list,price_list,tax,tax_assessment,walk,bike,school,heating_baseboard_dummy,heating_forced_water_dummy,heating_forced_air_dummy,heating_natural_gas_dummy,heating_other_dummy,heating_central_air_dummy,heating_gas_connected_dummy,cooling_central_air_dummy,cooling_ductless_dummy,cooling_window_units_dummy,cooling_wall_units_dummy,cooling_other_dummy,cooling_none_dummy,bedroom_6_plus,bathroom_6_plus
A,02302,620000.0,628300.0,4,3,2600.0,2000,2.0,0.46,2024-07-26,599999.0,2024-05-15,599999.0,6650.0,512300.0,43.0,47.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
A,02633,954000.0,954200.0,3,1,748.0,1947,2.0,0.07,2024-09-13,954000.0,2024-08-07,925000.0,2205.0,568300.0,0.13,0.26,0.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
A,02633,1700000.0,1712700.0,3,2,1773.0,1961,1.0,0.28,2024-07-25,1700000.0,2024-05-20,1595000.0,3214.0,828300.0,0.1,0.18,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,02633,1171000.0,1171400.0,3,2,1192.0,1987,1.0,0.29,2024-09-20,1171000.0,2024-07-15,1025000.0,2809.0,724000.0,0.5,0.36,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,02633,1195000.0,1202600.0,3,2,960.0,1963,4.0,0.3,2024-07-29,1195000.0,2024-05-31,1195000.0,3222.0,830300.0,0.2,0.17,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,02633,850000.0,859800.0,3,3,1892.0,1982,1.0,0.32,2024-07-10,850000.0,2024-05-30,850000.0,2422.0,624300.0,0.48,0.26,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,02633,1300000.0,1311700.0,3,3,2620.0,2005,2.0,0.46,2024-07-31,1300000.0,2024-05-10,1325000.0,3999.0,1030700.0,0.4,0.5,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,02633,1625000.0,1625500.0,3,3,2833.0,2015,2.0,0.5,2024-09-20,162500.0,2024-08-15,1595000.0,5025.0,1295100.0,0.06,0.12,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,02633,1480000.0,1480600.0,3,3,2492.0,2001,2.0,0.57,2024-09-12,1480000.0,2024-07-25,1325000.0,3597.0,927000.0,0.08,0.08,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,02633,2050000.0,2056400.0,4,3,2524.0,1969,2.0,0.82,2024-08-23,2050000.0,2024-06-27,1999999.0,5080.0,1309300.0,0.2,0.14,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,02633,4400000.0,4401500.0,6,5,2919.0,1938,2.0,1.48,2024-09-16,4400000.0,2022-10-06,6995000.0,14071.0,3626600.0,0.06,0.21,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,02633,3250000.0,3273400.0,6,5,4413.0,1910,2.0,1.75,2024-07-26,3250000.0,2023-10-06,3999999.0,8621.0,2222000.0,0.48,0.32,0.6,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
A,02650,2000000.0,2001400.0,3,3,3129.0,1990,2.0,0.49,2024-09-16,2000000.0,2024-07-09,1850000.0,6337.0,1633200.0,0.14,0.17,0.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
A,02738,565000.0,571600.0,4,2,1494.0,1952,3.0,0.26,2024-08-02,565000.0,2024-06-12,599900.0,3650.0,386700.0,11.0,27.0,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,02738,685000.0,690200.0,3,2,2100.0,1971,1.0,0.36,2024-08-21,685000.0,2024-07-22,699900.0,3727.0,394800.0,7.0,28.0,7.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A,02738,1800000.0,1812700.0,4,6,3435.0,1813,2.0,0.6,2024-08-23,1800000.0,2024-05-03,1995000.0,8030.0,850600.0,50.0,35.0,7.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
A,02738,1800000.0,1812700.0,4,6,3435.0,1813,2.0,0.6,2024-08-23,1800000.0,2024-05-03,1995000.0,8030.0,850600.0,50.0,35.0,7.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
A,02738,888000.0,899800.0,5,4,3319.0,2000,2.0,0.7,2024-07-26,888000.0,2024-04-17,969000.0,6955.0,736800.0,15.0,27.0,7.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
A,02738,1040000.0,1043800.0,5,4,3647.0,1974,2.0,0.76,2024-08-27,1040000.0,2024-03-22,1295000.0,8253.0,874302.0,4.0,20.0,7.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,02738,1245000.0,1261600.0,4,5,4324.0,2017,2.0,1.11,2024-07-26,1245000.0,2024-05-15,1400000.0,8210.0,869700.0,8.0,27.0,7.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
A,02739,1730000.0,1707400.0,5,6,3479.0,2002,2.0,0.01,2024-09-30,1730000.0,2022-10-11,2499000.0,16027.0,1424604.0,4.0,26.0,7.0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
A,02739,687000.0,689400.0,3,1,1125.0,1821,1.0,0.15,2024-08-28,687000.0,2024-05-16,749000.0,5415.0,481300.0,57.0,35.0,7.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A,02739,930000.0,936700.0,3,2,1899.0,1898,1.0,0.16,2024-08-13,930000.0,2024-05-10,995000.0,6661.0,592054.0,4.0,32.0,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,02739,520000.0,528300.0,3,1,1220.0,1960,4.0,0.23,2024-07-15,520000.0,2024-05-20,499000.0,3737.0,332200.0,31.0,41.0,7.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
A,02739,587000.0,587300.0,2,1,800.0,1950,1.0,0.27,2024-09-13,587000.0,2024-06-06,625000.0,5201.0,462290.0,5.0,27.0,7.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,02739,735000.0,740300.0,3,2,1687.0,1939,1.0,0.29,2024-08-02,735000.0,2024-06-04,675000.0,5549.0,493200.0,4.0,26.0,7.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A,02739,495000.0,500900.0,2,1,864.0,1957,1.0,0.32,2024-08-17,495000.0,2024-06-05,495000.0,3466.0,308100.0,29.0,35.0,7.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A,02739,1800000.0,1806100.0,3,4,4339.0,2014,2.0,0.64,2024-08-29,1800000.0,2024-06-03,1845000.0,17910.0,1591957.0,6.0,26.0,7.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,02770,560000.0,507200.0,3,2,1580.0,1998,4.0,1.56,2024-09-25,560000.0,2024-08-05,510000.0,5149.0,433800.0,0.0,25.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,02770,700000.0,705500.0,3,2,2768.0,1986,2.0,1.76,2024-07-29,700000.0,2024-05-28,675000.0,5979.0,503700.0,0.0,24.0,7.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A,02770,490000.0,490200.0,2,2,1446.0,1935,1.0,2.7,2024-09-17,490000.0,2024-08-01,525000.0,4547.0,383100.0,12.0,22.0,7.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A,02770,600000.0,600200.0,4,3,2052.0,1976,2.0,2.0,2024-09-06,600000.0,2024-07-16,529900.0,5274.0,444300.0,0.0,25.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,02780,241500.0,250100.0,3,2,1437.0,1875,4.0,0.14,2024-08-16,241500.0,2024-06-25,235500.0,3617.0,300200.0,68.0,47.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A,02780,610000.0,614800.0,5,2,2328.0,1900,2.0,0.18,2024-07-31,610000.0,2024-06-12,599000.0,5051.0,419200.0,63.0,46.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A,02780,435000.0,437000.0,3,1,1000.0,1920,4.0,0.22,2024-08-29,435000.0,2024-07-19,449990.0,4213.0,349600.0,29.0,33.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A,02780,484900.0,487100.0,3,1,1700.0,1968,4.0,0.3,2024-08-13,484900.0,2024-05-17,469900.0,4139.0,343500.0,27.0,27.0,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
A,02780,500000.0,541200.0,2,1,2170.0,1990,3.0,0.85,2024-09-12,500000.0,2024-06-17,479000.0,5047.0,418800.0,3.0,22.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A,02780,675000.0,699400.0,5,2,3229.0,1966,10.0,1.41,2024-09-30,675000.0,2024-07-15,699900.0,4481.0,371900.0,31.0,30.0,3.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,02780,575000.0,577100.0,3,2,1500.0,1989,3.0,2.12,2024-09-05,575000.0,2024-07-30,550000.0,4943.0,410200.0,13.0,28.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,02780,660000.0,660500.0,4,3,2600.0,1990,1.0,3.26,2024-09-19,660000.0,2024-05-21,638000.0,5529.0,458800.0,5.0,29.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A,02780,328000.0,331200.0,2,1,662.0,1920,2.0,0.04,2024-09-26,328000.0,2024-07-08,339900.0,2403.0,199400.0,45.0,36.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
A,02780,420000.0,420200.0,4,1,1300.0,1930,3.0,0.08,2024-09-11,420000.0,2024-06-05,399900.0,2947.0,244600.0,49.0,43.0,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A,02780,289000.0,289000.0,2,1,1270.0,2001,1.0,0.65,2024-08-02,289000.0,2024-05-08,315000.0,4525.0,375505.0,8.0,22.0,3.0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
A,02864,410000.0,410000.0,2,1,1258.0,1947,1.0,0.23,2024-09-24,410000.0,2024-08-02,385000.0,2934.0,252500.0,31.0,25.0,9.0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
A,02864,395500.0,395200.0,3,2,2532.0,1965,3.0,0.33,2024-09-12,395000.0,2024-07-22,380000.0,4206.0,362000.0,47.0,39.0,9.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
A,02864,485000.0,486700.0,4,1,1725.0,1962,1.0,0.37,2024-09-04,485000.0,2024-08-10,475000.0,4158.0,357800.0,38.0,18.0,9.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
A,02864,637000.0,637000.0,4,3,3724.0,1970,1.0,0.48,2024-08-28,637000.0,2018-09-20,2000.0,6788.0,584200.0,27.0,17.0,9.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
A,02864,569900.0,570300.0,4,2,2320.0,1971,1.0,0.51,2024-09-11,569900.0,2024-08-16,559900.0,3991.0,345500.0,21.0,19.0,9.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
A,02864,540000.0,542100.0,3,2,1948.0,1960,4.0,0.88,2024-09-09,540000.0,2024-08-26,539900.0,5022.0,432200.0,11.0,16.0,9.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,02864,448000.0,448200.0,3,2,1328.0,1954,3.0,0.11,2024-09-20,448000.0,2024-07-24,399900.0,3671.0,315900.0,54.0,34.0,9.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
A,02906,525000.0,527000.0,2,1,1015.0,1938,2.0,0.02,2024-08-07,525000.0,2024-06-05,535000.0,7209.0,405000.0,84.0,48.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,02906,402000.0,438300.0,2,1,1319.0,1900,2.0,0.03,2024-09-27,402000.0,2024-06-26,499900.0,9163.0,514800.0,80.0,64.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A,02906,750000.0,755100.0,4,2,1711.0,1920,4.0,0.04,2024-08-23,750000.0,2023-08-18,589000.0,7791.0,437700.0,84.0,49.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,02906,665000.0,675400.0,3,2,1760.0,1910,2.0,0.04,2024-07-16,639900.0,2024-03-10,649900.0,8888.0,499300.0,74.0,71.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,02906,885000.0,885200.0,3,4,1840.0,1824,0.0,0.04,2024-09-17,885000.0,2023-09-12,719000.0,10433.0,586100.0,95.0,82.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A,02906,1200000.0,1253500.0,2,3,2277.0,1975,0.0,0.05,2024-09-04,1200000.0,2017-08-31,673000.0,16930.0,951100.0,87.0,62.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A,02906,752500.0,781200.0,3,3,2333.0,1930,2.0,0.05,2024-09-27,849000.0,2010-08-27,259000.0,8478.0,476300.0,84.0,44.0,2.0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
A,02906,1000000.0,1015400.0,5,4,2568.0,1900,4.0,0.06,2024-08-15,999000.0,2024-06-12,999000.0,13674.0,768200.0,90.0,69.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,02906,870200.0,874200.0,4,3,3009.0,1925,4.0,0.07,2024-08-30,799000.0,2024-08-12,799000.0,11848.0,665600.0,76.0,69.0,2.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A,02906,749000.0,749400.0,3,2,3343.0,1900,4.0,0.08,2024-09-20,759000.0,2024-07-17,409000.0,9493.0,533300.0,87.0,56.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,02906,1475000.0,1504900.0,4,4,4881.0,1800,4.0,0.11,2024-08-22,1475000.0,2014-12-01,499000.0,17804.0,1000200.0,95.0,82.0,2.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
A,02906,665000.0,675400.0,3,2,1760.0,1910,1.0,0.08,2024-07-16,665000.0,2024-05-10,639900.0,8888.0,499300.0,74.0,71.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,02909,727500.0,737600.0,3,3,2642.0,1900,2.0,0.05,2024-07-23,727500.0,2024-05-28,719900.0,8199.0,460600.0,96.0,80.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,03246,235000.0,236600.0,3,2,1484.0,1850,1.0,0.18,2024-08-22,235000.0,2024-02-27,249900.0,3067.0,206500.0,20.0,29.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
A,03246,690000.0,699400.0,5,2,3816.0,1900,0.0,0.25,2024-08-05,690000.0,2024-05-01,749000.0,6212.0,418300.0,20.0,29.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,03246,289900.0,294900.0,3,1,960.0,1979,0.0,0.28,2024-07-26,289900.0,2024-05-07,289900.0,3044.0,205000.0,45.0,24.0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
A,03246,290000.0,296600.0,3,1,1325.0,1920,1.0,0.3,2024-06-26,290000.0,2024-05-21,249900.0,2903.0,195500.0,27.0,26.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,03246,505000.0,491400.0,3,2,2056.0,1982,2.0,0.32,2024-09-20,505000.0,2024-08-06,489000.0,5193.0,349700.0,12.0,23.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,03246,425000.0,431800.0,3,2,1262.0,1953,2.0,0.34,2024-07-19,425000.0,2024-06-13,378000.0,4425.0,298000.0,10.0,26.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,03246,1595000.0,1603300.0,4,4,2740.0,2024,2.0,0.35,2024-08-30,1595000.0,2024-02-14,1495000.0,4001.0,269400.0,20.0,29.0,2.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
A,03246,400000.0,406900.0,3,1,1296.0,1890,0.0,0.39,2024-07-15,400000.0,2024-06-06,429900.0,2866.0,193000.0,19.0,18.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,03246,1480000.0,1503800.0,5,5,4047.0,2018,3.0,0.46,2024-07-19,1480000.0,2024-06-19,1480000.0,14817.0,997800.0,6.0,15.0,2.0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
A,03246,1020000.0,1020800.0,3,3,2441.0,2018,2.0,0.49,2024-09-06,1020000.0,2024-08-07,1075000.0,6457.0,434796.0,20.0,29.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A,03246,475000.0,485100.0,4,2,2597.0,1890,0.0,0.52,2024-07-01,475000.0,2024-03-22,499900.0,5961.0,401400.0,60.0,50.0,2.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A,03246,400000.0,404000.0,4,2,1477.0,1900,1.0,0.55,2024-08-16,400000.0,2024-05-29,399900.0,4201.0,282900.0,20.0,29.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,03246,675000.0,687400.0,3,3,2029.0,1962,2.0,0.62,2024-07-11,675000.0,2024-06-05,595000.0,6743.0,454100.0,6.0,28.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A,03824,525000.0,533300.0,3,3,2028.0,1939,0.0,0.33,2024-07-01,525000.0,2024-04-24,590000.0,7626.0,275000.0,70.0,42.0,10.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
A,03824,495000.0,500000.0,3,3,2185.0,1987,0.0,1.0,2024-07-25,495000.0,2024-04-15,599000.0,9498.0,342500.0,14.0,28.0,10.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
A,03824,450000.0,451800.0,3,2,2033.0,1800,4.0,2.4,2024-08-23,450000.0,2024-05-11,649900.0,7789.0,280900.0,23.0,34.0,10.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
A,03824,1395000.0,1400900.0,2,3,1728.0,2006,0.0,2.5,2024-08-19,1395000.0,2024-06-12,1395000.0,24868.0,896800.0,0.0,12.0,10.0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
A,03861,800000.0,803000.0,4,3,2888.0,2017,2.0,0.92,2024-08-16,800000.0,2016-12-08,93000.0,12289.0,565800.0,1.0,23.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,03861,325000.0,329400.0,2,1,1281.0,1963,4.0,1.08,2024-07-19,325000.0,2024-07-19,325000.0,6262.0,288300.0,13.0,17.0,10.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A,03861,830000.0,845700.0,3,3,2785.0,1998,2.0,1.97,2024-06-25,830000.0,2024-04-30,750000.0,11134.0,512600.0,0.0,24.0,10.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
A,03861,650000.0,655700.0,3,2,3266.0,1986,1.0,2.1,2024-07-24,650000.0,2024-06-20,649000.0,9096.0,418800.0,3.0,19.0,10.0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
A,03861,550000.0,560000.0,3,3,2908.0,1987,2.0,2.17,2024-06-21,550000.0,2024-04-29,590000.0,9246.0,425700.0,11.0,20.0,10.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A,03861,535000.0,541700.0,4,2,2736.0,1979,1.0,2.64,2024-07-23,535000.0,2024-06-11,535000.0,8788.0,404600.0,1.0,22.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,03861,852000.0,858200.0,4,3,3332.0,2001,2.0,5.0,2024-08-15,852000.0,2024-05-30,899000.0,11761.0,541500.0,0.0,12.0,10.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
A,04074,792500.0,792800.0,3,3,1682.0,2020,2.0,0.1,2024-07-26,792500.0,2024-05-22,850000.0,7279.0,473000.0,20.0,42.0,7.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
A,04074,500000.0,495400.0,2,1,864.0,1955,1.0,0.26,2024-09-23,500000.0,2024-07-17,500000.0,3377.0,219400.0,14.0,43.0,7.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
A,04074,631000.0,631000.0,4,2,1560.0,1956,2.0,0.26,2024-07-12,631000.0,2024-05-31,575000.0,4940.0,321000.0,21.0,46.0,7.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
A,04074,535000.0,535000.0,4,2,1980.0,1970,2.0,0.36,2024-09-10,535000.0,2024-08-16,535000.0,4458.0,289700.0,10.0,40.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A,04074,921876.0,922100.0,4,3,2484.0,2024,2.0,0.46,2024-09-13,921876.0,2024-07-12,859900.0,7727.0,500923.0,10.0,37.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,04074,625000.0,591200.0,3,2,2496.0,1985,2.0,0.46,2024-07-18,625000.0,2024-06-11,575000.0,4155.0,270000.0,9.0,39.0,7.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
A,04074,895000.0,880200.0,4,3,3026.0,2011,2.0,0.46,2024-09-27,895000.0,2024-08-07,875000.0,7287.0,437500.0,9.0,20.0,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A,04074,899000.0,899400.0,4,3,2980.0,2015,2.0,0.52,2024-07-30,899000.0,2024-05-03,1000000.0,8294.0,538900.0,14.0,45.0,7.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
A,04074,825000.0,825100.0,5,3,2496.0,1976,2.0,0.55,2024-08-30,825000.0,2024-06-21,850000.0,6428.0,417700.0,0.0,24.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,04074,586000.0,585500.0,3,2,2050.0,1970,1.0,0.67,2024-07-15,586000.0,2024-06-13,535000.0,4649.0,302100.0,14.0,29.0,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04074,1150000.0,1152300.0,4,4,3700.0,2005,2.0,1.15,2024-09-23,1200000.0,2024-07-06,1250000.0,10325.0,670900.0,5.0,36.0,7.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
A,04074,745000.0,745200.0,3,3,3022.0,2002,2.0,1.24,2024-09-12,745000.0,2024-08-03,745000.0,6456.0,419500.0,0.0,19.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,04074,1200000.0,1200400.0,4,3,2837.0,2003,5.0,1.86,2024-07-19,1200000.0,2024-05-28,1299000.0,6745.0,438300.0,0.0,25.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A,04103,499000.0,499000.0,3,2,1222.0,1961,4.0,0.12,2024-09-18,499000.0,2024-08-23,489500.0,4698.0,345200.0,78.0,83.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04103,740000.0,740200.0,4,2,1671.0,1949,4.0,0.12,2024-08-06,740000.0,2024-06-13,750000.0,4497.0,330400.0,63.0,81.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04103,505000.0,505000.0,3,1,1702.0,1860,4.0,0.12,2024-08-19,505000.0,2024-06-28,549000.0,5126.0,376600.0,50.0,74.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04103,470000.0,470000.0,3,1,1165.0,1956,4.0,0.14,2024-08-16,470000.0,2024-07-07,444000.0,4054.0,297900.0,33.0,42.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04103,493000.0,493100.0,3,2,1334.0,1935,4.0,0.14,2024-09-16,493000.0,2024-08-01,499000.0,5052.0,371200.0,24.0,41.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04103,535000.0,551800.0,3,1,1715.0,1955,4.0,0.15,2024-09-16,535000.0,2024-08-13,524900.0,4501.0,330700.0,20.0,29.0,8.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
A,04103,480000.0,464500.0,3,2,1416.0,1985,4.0,0.16,2024-09-25,480000.0,2024-08-14,449900.0,4698.0,345200.0,17.0,38.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04103,595000.0,565400.0,4,2,1872.0,1986,4.0,0.2,2024-09-16,595000.0,2024-08-08,550000.0,4647.0,343400.0,20.0,29.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04103,310000.0,315500.0,2,1,1008.0,1940,4.0,0.23,2024-08-16,310000.0,2024-06-18,299999.0,3729.0,274000.0,62.0,67.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A,04103,625000.0,625000.0,4,3,1740.0,1989,4.0,0.23,2024-09-04,625000.0,2024-07-25,625000.0,5330.0,391600.0,9.0,31.0,8.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
A,04103,485000.0,485100.0,2,2,1694.0,1967,4.0,0.24,2024-09-16,485000.0,2024-07-27,499900.0,5072.0,372700.0,24.0,45.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04103,400000.0,400100.0,3,1,960.0,1966,4.0,0.3,2024-08-07,400000.0,2024-06-29,380000.0,3887.0,285600.0,28.0,48.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04103,867000.0,867000.0,3,3,2581.0,1988,10.0,0.45,2024-09-04,867000.0,2024-06-19,897000.0,6966.0,511800.0,36.0,54.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04105,370000.0,370200.0,3,1,1242.0,1948,2.0,0.3,2024-09-04,379000.0,2024-06-11,399990.0,4023.0,337500.0,7.0,27.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,04105,950000.0,950200.0,4,3,3456.0,2000,2.0,0.37,2024-09-13,950000.0,2024-07-23,950000.0,707900.0,8438.0,3.0,37.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A,04105,814000.0,814200.0,4,3,2027.0,2024,2.0,0.38,2024-08-08,799000.0,2024-04-12,849000.0,34143.0,743680.0,19.0,30.0,10.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A,04105,760000.0,760100.0,3,3,2420.0,2000,2.0,0.45,2024-09-16,849000.0,2024-06-13,849000.0,7160.0,600700.0,2.0,43.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A,04105,575500.0,575500.0,3,2,1855.0,2002,2.0,0.8,2024-09-20,589900.0,2024-07-25,589900.0,5635.0,472700.0,0.0,13.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A,04105,725000.0,725200.0,3,3,2704.0,1997,2.0,1.02,2024-07-23,709000.0,2024-06-18,709000.0,6482.0,543800.0,3.0,32.0,10.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
A,04105,1350000.0,1351500.0,5,4,3700.0,1998,2.0,1.23,2024-07-29,1499000.0,2024-05-30,1499000.0,10659.0,894200.0,0.0,28.0,10.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
A,04105,1650000.0,1651000.0,4,5,4615.0,2020,3.0,1.48,2024-08-23,1650000.0,2024-07-22,1650000.0,13960.0,1171100.0,0.0,3.0,10.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
A,04105,885000.0,885000.0,4,4,2926.0,2010,2.0,1.57,2024-09-09,869000.0,2024-08-23,869000.0,7039.0,590500.0,19.0,40.0,10.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
